,cit_dis_sch,school,district,city,enroll_act,testtakers_act,reading_act,english_act,math_act,science_act,num_above21_act,pct_above21_act,enroll_sat,testtakers_sat,num_erw_benchmark_sat,pct_erw_benchmark_sat,num_math_benchmark_sat,pct_math_benchmark_sat,num_tot_benchmark_sat,pct_tot_benchmark_sat,act_participation,sat_participation
992,43733874334470.0,Milpitas High,Milpitas Unified,Santa Clara,762.0,72.0,26.0,27.0,27.0,26.0,64.0,0.8889,762.0,335.0,297.0,0.8866,259.0,0.7731,249.0,0.7433,0.09448818897637795,0.43963254593175854
993,20756060125021.0,Minarets Charter High,Chawanakee Unified,Madera,71.0,17.0,22.0,20.0,20.0,21.0,9.0,0.5294,71.0,20.0,12.0,0.6,4.0,0.2,4.0,0.2,0.23943661971830985,0.28169014084507044
994,20756060117010.0,Minarets High,Chawanakee Unified,Madera,36.0,14.0,22.08,21.2,21.42,21.36,7.7,0.55,36.0,20.0,13.0,0.65,7.0,0.35,7.0,0.35,0.3888888888888889,0.5555555555555556
995,19753331935808.0,Mira Costa High,Manhattan Beach Unified,Los Angeles,594.0,269.0,28.0,28.0,27.0,27.0,245.01,0.9108,594.0,205.0,202.0,0.9854,179.0,0.8732,179.0,0.8732,0.45286195286195285,0.3451178451178451
996,34674473435930.0,Mira Loma High,San Juan Unified,Sacramento,454.0,71.0,29.0,30.0,29.0,28.0,65.0,0.9155,454.0,150.0,141.0,0.94,135.0,0.9,133.0,0.8867,0.15638766519823788,0.3303964757709251
997,37683383730181.0,Mira Mesa High,San Diego Unified,San Diego,620.0,65.0,23.0,22.0,23.0,22.0,40.0,0.6154,620.0,254.0,204.0,0.8031,169.0,0.6654,158.0,0.622,0.10483870967741936,0.4096774193548387
998,15635290116400.0,Mira Monte High,Kern High,Kern,563.0,13.0,22.08,21.2,21.42,21.36,7.15,0.55,563.0,174.0,75.0,0.431,32.0,0.1839,29.0,0.1667,0.023090586145648313,0.30905861456483125
999,7616300734244.0,Miramonte High,Acalanes Union High,Contra Costa,319.0,149.0,29.0,29.0,28.0,28.0,137.01,0.9195,319.0,105.0,101.0,0.9619,93.0,0.8857,93.0,0.8857,0.4670846394984326,0.329153605015674
1001,37683383734431.0,Mission Bay High,San Diego Unified,San Diego,226.0,51.0,22.0,21.0,21.0,21.0,25.0,0.4902,226.0,100.0,71.0,0.71,42.0,0.42,40.0,0.4,0.22566371681415928,0.4424778761061947
1002,43696740135970.0,Mission Early College High,Santa Clara Unified,Santa Clara,36.0,2.0,22.08,21.2,21.42,21.36,1.1,0.55,36.0,9.0,6.0,0.6836,4.0,0.4786,4.0,0.4529,0.05555555555555555,0.25
1003,38684783834082.0,Mission High,San Francisco Unified,San Francisco,324.0,98.0,17.0,15.0,17.0,16.0,16.0,0.1633,324.0,131.0,58.0,0.4427,40.0,0.3053,33.0,0.2519,0.30246913580246915,0.404320987654321
1004,37737910105726.0,Mission Hills High,San Marcos Unified,San Diego,584.0,178.0,23.0,21.0,21.0,22.0,93.0,0.5225,584.0,223.0,176.0,0.7892,110.0,0.4933,107.0,0.4798,0.3047945205479452,0.3818493150684932
1005,54722490116368.0,Mission Oak High,Tulare Joint Union High,Tulare,368.0,18.0,21.0,21.0,21.0,21.0,6.0,0.3333,368.0,134.0,71.0,0.5299,47.0,0.3507,38.0,0.2836,0.04891304347826087,0.3641304347826087
1006,1611760135244.0,Mission San Jose High,Fremont Unified,Alameda,490.0,157.0,31.0,32.0,32.0,30.0,151.0,0.9618,490.0,149.0,147.0,0.9866,142.0,0.953,142.0,0.953,0.32040816326530613,0.3040816326530612
1007,30736353034956.0,Mission Viejo High,Saddleback Valley Unified,Orange,562.0,148.0,26.0,25.0,25.0,25.0,116.99,0.7905,562.0,190.0,161.0,0.8474,138.0,0.7263,132.0,0.6947,0.26334519572953735,0.33807829181494664
1009,37684520118430.0,Mission Vista High,Vista Unified,San Diego,391.0,92.0,27.0,25.0,25.0,24.0,79.0,0.8587,391.0,182.0,155.0,0.8516,130.0,0.7143,124.0,0.6813,0.23529411764705882,0.46547314578005117
1010,48705814830196.0,MIT Academy,Vallejo City Unified,Solano,121.0,15.0,20.0,20.0,18.0,20.0,5.0,0.3333,121.0,74.0,48.0,0.6486,19.0,0.2568,18.0,0.2432,0.12396694214876033,0.6115702479338843
1011,50711755034905.0,Modesto High,Modesto City High,Stanislaus,585.0,163.0,20.0,19.0,20.0,19.0,60.99,0.3742,585.0,235.0,151.0,0.6426,107.0,0.4553,99.0,0.4213,0.27863247863247864,0.4017094017094017
1012,25735852535409.0,Modoc High,Modoc Joint Unified,Modoc,55.0,40.0,17.0,15.0,17.0,18.0,10.0,0.25,55.0,9.0,6.0,0.6836,4.0,0.4786,4.0,0.4529,0.7272727272727273,0.16363636363636364
1014,15636770136259.0,Mojave Jr./Sr. High,Mojave Unified,Kern,36.0,27.0,16.0,13.0,16.0,16.0,2.0,0.0741,36.0,3.0,2.0,0.6836,1.0,0.4786,1.0,0.4529,0.75,0.08333333333333333
1022,54755235432786.0,Monache High,Porterville Unified,Tulare,464.0,105.0,19.0,17.0,18.0,19.0,30.0,0.2857,464.0,112.0,69.0,0.6161,44.0,0.3929,41.0,0.3661,0.22629310344827586,0.2413793103448276
1023,37103710120493.0,Monarch,San Diego County Office of Education,San Diego,22.0,1.0,22.08,21.2,21.42,21.36,0.55,0.55,22.0,5.0,3.0,0.6836,2.0,0.4786,2.0,0.4529,0.045454545454545456,0.22727272727272727
1024,19647901935923.0,Monrovia High,Monrovia Unified,Los Angeles,393.0,53.0,21.0,19.0,19.0,19.0,16.0,0.3019,393.0,182.0,135.0,0.7418,81.0,0.4451,79.0,0.4341,0.13486005089058525,0.4631043256997455
1025,43694684334462.0,Monta Vista High,Fremont Union High,Santa Clara,584.0,212.0,31.0,32.0,32.0,31.0,206.0,0.9717,584.0,197.0,193.0,0.9797,195.0,0.9898,191.0,0.9695,0.363013698630137,0.3373287671232877
1026,36676523633906.0,Montclair High,Chaffey Joint Union High,San Bernardino,705.0,257.0,19.0,17.0,19.0,19.0,80.0,0.3113,705.0,270.0,160.0,0.5926,105.0,0.3889,97.0,0.3593,0.3645390070921986,0.3829787234042553
1027,56726035630249.0,Monte Vista,Simi Valley Unified,Ventura,73.0,3.0,22.08,21.2,21.42,21.36,1.65,0.55,73.0,3.0,2.0,0.6836,1.0,0.4786,1.0,0.4529,0.0410958904109589,0.0410958904109589
1028,37681303734548.0,Monte Vista High,Grossmont Union High,San Diego,456.0,22.0,26.0,24.0,25.0,24.0,15.0,0.6818,456.0,114.0,87.0,0.7632,81.0,0.7105,72.0,0.6316,0.04824561403508772,0.25
1029,30665973030186.0,Monte Vista High,Newport-Mesa Unified,Orange,35.0,1.0,22.08,21.2,21.42,21.36,0.55,0.55,35.0,2.0,1.0,0.6836,1.0,0.4786,1.0,0.4529,0.02857142857142857,0.05714285714285714
1030,7618040734368.0,Monte Vista High,San Ramon Valley Unified,Contra Costa,597.0,293.0,27.0,27.0,26.0,26.0,263.0,0.8976,597.0,243.0,231.0,0.9506,203.0,0.8354,200.0,0.823,0.490787269681742,0.40703517587939697
1031,19648081935998.0,Montebello High,Montebello Unified,Los Angeles,628.0,35.0,18.0,18.0,19.0,18.0,9.0,0.2571,628.0,171.0,108.0,0.6316,70.0,0.4094,63.0,0.3684,0.05573248407643312,0.27229299363057324
1032,27102722730232.0,Monterey County Home Charter,Monterey County Office of Education,Monterey,79.0,1.0,22.08,21.2,21.42,21.36,0.55,0.55,79.0,2.0,1.0,0.6836,1.0,0.4786,1.0,0.4529,0.012658227848101266,0.02531645569620253
1033,27660922732808.0,Monterey High,Monterey Peninsula Unified,Monterey,348.0,45.0,23.0,22.0,22.0,21.0,26.0,0.5778,348.0,280.0,176.0,0.6286,118.0,0.4214,108.0,0.3857,0.12931034482758622,0.8045977011494253
1034,34673140105916.0,Monterey Trail High,Elk Grove Unified,Sacramento,583.0,117.0,21.0,20.0,21.0,21.0,56.0,0.4786,583.0,245.0,175.0,0.7143,111.0,0.4531,99.0,0.4041,0.2006861063464837,0.4202401372212693
1035,49709204934154.0,Montgomery High,Santa Rosa High,Sonoma,354.0,47.0,24.0,23.0,25.0,24.0,37.0,0.7872,354.0,98.0,80.0,0.8163,61.0,0.6224,60.0,0.6122,0.1327683615819209,0.2768361581920904
1036,37684113738234.0,Montgomery Senior High,Sweetwater Union High,San Diego,452.0,62.0,18.0,18.0,18.0,19.0,19.0,0.3065,452.0,121.0,73.0,0.6033,42.0,0.3471,39.0,0.3223,0.13716814159292035,0.2676991150442478
1037,56739405633250.0,Moorpark High,Moorpark Unified,Ventura,457.0,108.0,25.0,24.0,25.0,24.0,85.0,0.787,457.0,121.0,105.0,0.8678,88.0,0.7273,85.0,0.7025,0.2363238512035011,0.2647702407002188
1038,33671243333770.0,Moreno Valley High,Moreno Valley Unified,Riverside,540.0,39.0,21.0,19.0,20.0,19.0,18.0,0.4615,540.0,472.0,158.0,0.3347,60.0,0.1271,55.0,0.1165,0.07222222222222222,0.8740740740740741
1040,19646341936046.0,Morningside High,Inglewood Unified,Los Angeles,193.0,51.0,17.0,15.0,16.0,16.0,2.0,0.0392,193.0,59.0,27.0,0.4576,5.0,0.0847,5.0,0.0847,0.26424870466321243,0.30569948186528495
1041,40688094034807.0,Morro Bay High,San Luis Coastal Unified,San Luis Obispo,197.0,35.0,26.0,25.0,23.0,24.0,27.0,0.7714,197.0,49.0,46.0,0.9388,37.0,0.7551,37.0,0.7551,0.17766497461928935,0.24873096446700507
1042,37683383734654.0,Morse High,San Diego Unified,San Diego,374.0,55.0,21.0,21.0,21.0,20.0,31.0,0.5636,374.0,119.0,90.0,0.7563,67.0,0.563,61.0,0.5126,0.14705882352941177,0.3181818181818182
1043,37681303734761.0,Mount Miguel High,Grossmont Union High,San Diego,322.0,27.0,19.0,18.0,20.0,19.0,10.0,0.3704,322.0,65.0,31.0,0.4769,16.0,0.2462,15.0,0.2308,0.08385093167701864,0.20186335403726707
1044,37682133734878.0,Mountain Empire High,Mountain Empire Unified,San Diego,84.0,13.0,22.08,21.2,21.42,21.36,7.15,0.55,84.0,27.0,22.0,0.8148,11.0,0.4074,10.0,0.3704,0.15476190476190477,0.32142857142857145
1046,39767600128967.0,Mountain House High,Lammersville Joint Unified,San Joaquin,283.0,52.0,28.0,27.0,26.0,26.0,46.0,0.8846,283.0,132.0,114.0,0.8636,82.0,0.6212,80.0,0.6061,0.18374558303886926,0.4664310954063604
1048,37683040131250.0,Mountain Valley Academy,Ramona City Unified,San Diego,23.0,1.0,22.08,21.2,21.42,21.36,0.55,0.55,23.0,7.0,5.0,0.6836,3.0,0.4786,3.0,0.4529,0.043478260869565216,0.30434782608695654
1050,43696094334728.0,Mountain View High,Mountain View-Los Altos Union High,Santa Clara,487.0,174.0,28.0,28.0,27.0,27.0,144.0,0.8276,487.0,161.0,146.0,0.9068,142.0,0.882,137.0,0.8509,0.35728952772073924,0.33059548254620125
1051,19645191932680.0,Mountain View High,El Monte Union High,Los Angeles,330.0,51.0,21.0,19.0,19.0,19.0,20.0,0.3922,330.0,85.0,55.0,0.6471,28.0,0.3294,26.0,0.3059,0.15454545454545454,0.25757575757575757
1052,37682963730074.0,Mt. Carmel High,Poway Unified,San Diego,476.0,134.0,27.0,26.0,26.0,25.0,109.0,0.8134,476.0,165.0,148.0,0.897,121.0,0.7333,119.0,0.7212,0.2815126050420168,0.34663865546218486
1053,7617540734566.0,Mt. Diablo High,Mt. Diablo Unified,Contra Costa,255.0,30.0,19.0,18.0,19.0,19.0,9.0,0.3,255.0,104.0,54.0,0.5192,36.0,0.3462,32.0,0.3077,0.11764705882352941,0.40784313725490196
1054,1611920135319.0,Mt. Eden High,Hayward Unified,Alameda,459.0,38.0,22.0,21.0,20.0,21.0,22.0,0.5789,459.0,164.0,117.0,0.7134,85.0,0.5183,80.0,0.4878,0.08278867102396514,0.3572984749455338
1055,37683383730751.0,Mt. Everest Academy,San Diego Unified,San Diego,30.0,7.0,22.08,21.2,21.42,21.36,3.85,0.55,30.0,7.0,5.0,0.6836,3.0,0.4786,3.0,0.4529,0.23333333333333334,0.23333333333333334
1057,43694274334900.0,Mt. Pleasant High,East Side Union High,Santa Clara,307.0,14.0,22.08,21.2,21.42,21.36,7.7,0.55,307.0,106.0,82.0,0.7736,53.0,0.5,49.0,0.4623,0.04560260586319218,0.34527687296416937
1058,47704664735403.0,Mt. Shasta High,Siskiyou Union High,Siskiyou,76.0,8.0,22.08,21.2,21.42,21.36,4.4,0.55,76.0,23.0,19.0,0.8261,13.0,0.5652,13.0,0.5652,0.10526315789473684,0.3026315789473684
1059,54722565432828.0,Mt. Whitney High,Visalia Unified,Tulare,397.0,20.0,22.0,20.0,21.0,21.0,11.0,0.55,397.0,101.0,68.0,0.6733,43.0,0.4257,41.0,0.4059,0.05037783375314862,0.25440806045340053
1060,37680236037980.0,Mueller Charter (Robert L.),Chula Vista Elementary,San Diego,86.0,10.0,22.08,21.2,21.42,21.36,5.5,0.55,86.0,38.0,25.0,0.6579,11.0,0.2895,10.0,0.2632,0.11627906976744186,0.4418604651162791
1061,33752000102079.0,Murrieta Canyon Academy,Murrieta Valley Unified,Riverside,135.0,1.0,22.08,21.2,21.42,21.36,0.55,0.55,135.0,6.0,4.0,0.6836,3.0,0.4786,3.0,0.4529,0.007407407407407408,0.044444444444444446
1062,33752000118794.0,Murrieta Mesa High,Murrieta Valley Unified,Riverside,574.0,151.0,22.0,21.0,21.0,21.0,80.0,0.5298,574.0,225.0,173.0,0.7689,125.0,0.5556,120.0,0.5333,0.26306620209059234,0.39198606271777003
1063,33752003330529.0,Murrieta Valley High,Murrieta Valley Unified,Riverside,572.0,142.0,23.0,22.0,22.0,22.0,96.01,0.6761,572.0,221.0,192.0,0.8688,124.0,0.5611,119.0,0.5385,0.24825174825174826,0.38636363636363635
1644,28662662835601.0,Napa High,Napa Valley Unified,Napa,432.0,59.0,22.0,22.0,22.0,22.0,36.0,0.6102,432.0,155.0,94.0,0.6065,72.0,0.4645,65.0,0.4194,0.13657407407407407,0.3587962962962963
1646,19647331936160.0,Nathaniel Narbonne Senior High,Los Angeles Unified,Los Angeles,543.0,50.0,21.0,19.0,20.0,21.0,23.0,0.46,543.0,223.0,115.0,0.5157,74.0,0.3318,69.0,0.3094,0.09208103130755065,0.4106813996316759
1647,37681890118323.0,National University Academy,Lakeside Union Elementary,San Diego,21.0,1.0,22.08,21.2,21.42,21.36,0.55,0.55,21.0,5.0,3.0,0.6836,2.0,0.4786,2.0,0.4529,0.047619047619047616,0.23809523809523808
1649,34752833430659.0,Natomas Charter,Natomas Unified,Sacramento,117.0,18.0,23.0,24.0,22.0,22.0,12.0,0.6667,117.0,77.0,69.0,0.8961,42.0,0.5455,42.0,0.5455,0.15384615384615385,0.6581196581196581
1650,34752833430584.0,Natomas High,Natomas Unified,Sacramento,243.0,199.0,15.0,13.0,16.0,15.0,18.01,0.0905,243.0,78.0,30.0,0.3846,16.0,0.2051,12.0,0.1538,0.8189300411522634,0.32098765432098764
1651,34752830112425.0,Natomas Pacific Pathways Prep,Natomas Unified,Sacramento,155.0,17.0,25.0,23.0,23.0,22.0,13.0,0.7647,155.0,111.0,94.0,0.8468,74.0,0.6667,71.0,0.6396,0.10967741935483871,0.7161290322580646
1652,19647330129585.0,NAVA College Preparatory Academy,Los Angeles Unified,Los Angeles,153.0,6.0,22.08,21.2,21.42,21.36,3.3,0.55,153.0,79.0,21.0,0.2658,7.0,0.0886,6.0,0.0759,0.0392156862745098,0.5163398692810458
1653,1611190119222.0,Nea Community Learning Center,Alameda Unified,Alameda,18.0,1.0,22.08,21.2,21.42,21.36,0.55,0.55,18.0,12.0,8.0,0.6836,6.0,0.4786,5.0,0.4529,0.05555555555555555,0.6666666666666666
1654,36678013634169.0,Needles High,Needles Unified,San Bernardino,63.0,6.0,22.08,21.2,21.42,21.36,3.3,0.55,63.0,17.0,10.0,0.5882,5.0,0.2941,4.0,0.2353,0.09523809523809523,0.2698412698412698
1655,29663572935500.0,Nevada Union High,Nevada Joint Union High,Nevada,353.0,34.0,27.0,25.0,25.0,24.0,27.0,0.7941,353.0,89.0,78.0,0.8764,64.0,0.7191,62.0,0.6966,0.09631728045325778,0.2521246458923513
1656,45701690137117.0,New Day Academy,Whitmore Union Elementary,Shasta,25.0,1.0,22.08,21.2,21.42,21.36,0.55,0.55,25.0,1.0,1.0,0.6836,0.0,0.4786,0.0,0.4529,0.04,0.04
1657,19647330102541.0,New Designs Charter,Los Angeles Unified,Los Angeles,86.0,68.0,17.0,16.0,18.0,17.0,7.0,0.1029,86.0,67.0,35.0,0.5224,15.0,0.2239,12.0,0.1791,0.7906976744186046,0.7790697674418605
1658,19647330120071.0,New Designs Charter School-Watts,Los Angeles Unified,Los Angeles,47.0,25.0,14.0,11.0,15.0,15.0,0.0,0.0,47.0,25.0,4.0,0.16,1.0,0.04,1.0,0.04,0.5319148936170213,0.5319148936170213
1659,19647330117911.0,New Millennium Secondary,Los Angeles Unified,Los Angeles,42.0,3.0,22.08,21.2,21.42,21.36,1.65,0.55,42.0,31.0,8.0,0.2581,4.0,0.129,3.0,0.0968,0.07142857142857142,0.7380952380952381
1660,19647330119685.0,New Open World Academy K-12,Los Angeles Unified,Los Angeles,85.0,3.0,22.08,21.2,21.42,21.36,1.65,0.55,85.0,68.0,17.0,0.25,6.0,0.0882,6.0,0.0882,0.03529411764705882,0.8
1662,34674390101881.0,New Technology High,Sacramento City Unified,Sacramento,43.0,3.0,22.08,21.2,21.42,21.36,1.65,0.55,43.0,12.0,8.0,0.6836,6.0,0.4786,5.0,0.4529,0.06976744186046512,0.27906976744186046
1663,28662662830115.0,New Technology High,Napa Valley Unified,Napa,97.0,9.0,22.08,21.2,21.42,21.36,4.95,0.55,97.0,29.0,24.0,0.8276,17.0,0.5862,15.0,0.5172,0.09278350515463918,0.29896907216494845
1664,19647330111484.0,New Village Girls Academy,Los Angeles Unified,Los Angeles,19.0,10.0,22.08,21.2,21.42,21.36,5.5,0.55,19.0,9.0,6.0,0.6836,4.0,0.4786,4.0,0.4529,0.5263157894736842,0.47368421052631576
1665,19756636120158.0,New West Charter,SBE - New West Charter,Los Angeles,90.0,19.0,27.0,28.0,24.0,25.0,16.0,0.8421,90.0,47.0,43.0,0.9149,33.0,0.7021,32.0,0.6809,0.2111111111111111,0.5222222222222223
1666,1612340130054.0,Newark Memorial High,Newark Unified,Alameda,397.0,31.0,22.0,22.0,22.0,22.0,22.0,0.7097,397.0,141.0,107.0,0.7589,66.0,0.4681,64.0,0.4539,0.07808564231738035,0.35516372795969775
1667,56737595633748.0,Newbury Park High,Conejo Valley Unified,Ventura,596.0,154.0,27.0,26.0,26.0,25.0,127.0,0.8247,596.0,220.0,205.0,0.9318,168.0,0.7636,168.0,0.7636,0.25838926174496646,0.3691275167785235
1668,30665973035045.0,Newport Harbor High,Newport-Mesa Unified,Orange,548.0,237.0,25.0,25.0,24.0,24.0,169.0,0.7131,548.0,127.0,112.0,0.8819,83.0,0.6535,82.0,0.6457,0.4324817518248175,0.23175182481751824
1669,40687594030268.0,Nipomo High,Lucia Mar Unified,San Luis Obispo,226.0,23.0,22.0,21.0,21.0,23.0,14.0,0.6087,226.0,52.0,42.0,0.8077,27.0,0.5192,26.0,0.5,0.10176991150442478,0.23008849557522124
1670,19734521936228.0,Nogales High,Rowland Unified,Los Angeles,433.0,68.0,19.0,17.0,18.0,19.0,16.0,0.2353,433.0,183.0,107.0,0.5847,52.0,0.2842,48.0,0.2623,0.15704387990762125,0.4226327944572748
1671,33670333334232.0,Norco High,Corona-Norco Unified,Riverside,472.0,58.0,23.0,21.0,22.0,22.0,37.0,0.6379,472.0,163.0,123.0,0.7546,90.0,0.5521,84.0,0.5153,0.1228813559322034,0.3453389830508475
1672,56725205634076.0,Nordhoff High,Ojai Unified,Ventura,157.0,15.0,26.0,26.0,24.0,24.0,13.0,0.8667,157.0,49.0,40.0,0.8163,28.0,0.5714,28.0,0.5714,0.09554140127388536,0.31210191082802546
1673,33669773334299.0,Norte Vista High,Alvord Unified,Riverside,483.0,63.0,20.0,18.0,19.0,18.0,18.0,0.2857,483.0,125.0,68.0,0.544,38.0,0.304,34.0,0.272,0.13043478260869565,0.2587991718426501
1676,15635291534775.0,North High,Kern High,Kern,404.0,16.0,22.0,20.0,20.0,21.0,8.0,0.5,404.0,104.0,62.0,0.5962,27.0,0.2596,26.0,0.25,0.039603960396039604,0.25742574257425743
1677,19650601936277.0,North High,Torrance Unified,Los Angeles,448.0,73.0,24.0,23.0,24.0,23.0,50.0,0.6849,448.0,169.0,139.0,0.8225,108.0,0.6391,106.0,0.6272,0.16294642857142858,0.37723214285714285
1678,19647331936350.0,North Hollywood Senior High,Los Angeles Unified,Los Angeles,573.0,52.0,27.0,27.0,26.0,25.0,38.0,0.7308,573.0,242.0,161.0,0.6653,99.0,0.4091,91.0,0.376,0.09075043630017451,0.4223385689354276
1680,27738252730034.0,North Monterey County High,North Monterey County Unified,Monterey,297.0,42.0,19.0,17.0,18.0,20.0,10.0,0.2381,297.0,110.0,63.0,0.5727,30.0,0.2727,30.0,0.2727,0.1414141414141414,0.37037037037037035
1682,27661592733178.0,North Salinas High,Salinas Union High,Monterey,498.0,50.0,20.0,19.0,19.0,19.0,16.0,0.32,498.0,118.0,74.0,0.6271,44.0,0.3729,43.0,0.3644,0.10040160642570281,0.23694779116465864
1685,31669443130010.0,North Tahoe High,Tahoe-Truckee Unified,Placer,103.0,32.0,26.0,24.0,25.0,25.0,26.0,0.8125,103.0,39.0,32.0,0.8205,30.0,0.7692,28.0,0.7179,0.3106796116504854,0.3786407766990291
1686,19101990100776.0,North Valley Military Institute College Preparatory Academy,Los Angeles County Office of Education,Los Angeles,54.0,5.0,22.08,21.2,21.42,21.36,2.75,0.55,54.0,42.0,18.0,0.4286,6.0,0.1429,6.0,0.1429,0.09259259259259259,0.7777777777777778
1691,7617540730044.0,Northgate High,Mt. Diablo Unified,Contra Costa,364.0,180.0,27.0,27.0,26.0,26.0,148.0,0.8222,364.0,142.0,123.0,0.8662,110.0,0.7746,108.0,0.7606,0.4945054945054945,0.3901098901098901
1692,19647330107003.0,Northridge Academy High,Los Angeles Unified,Los Angeles,235.0,12.0,22.08,21.2,21.42,21.36,6.6,0.55,235.0,103.0,77.0,0.7476,43.0,0.4175,40.0,0.3883,0.05106382978723404,0.43829787234042555
1693,19644361936418.0,Northview High,Covina-Valley Unified,Los Angeles,325.0,46.0,20.0,18.0,20.0,19.0,15.0,0.3261,325.0,313.0,137.0,0.4377,82.0,0.262,74.0,0.2364,0.14153846153846153,0.963076923076923
1695,30736503030657.0,Northwood High,Irvine Unified,Orange,623.0,234.0,29.0,30.0,29.0,29.0,217.99,0.9316,623.0,226.0,220.0,0.9735,209.0,0.9248,208.0,0.9204,0.3756019261637239,0.36276083467094705
1696,19648401936467.0,Norwalk High,Norwalk-La Mirada Unified,Los Angeles,453.0,86.0,19.0,17.0,17.0,18.0,19.0,0.2209,453.0,430.0,186.0,0.4326,84.0,0.1953,77.0,0.1791,0.18984547461368653,0.9492273730684326
1697,33736760121673.0,NOVA Academy - Coachella,Coachella Valley Unified,Riverside,38.0,15.0,20.0,18.0,19.0,19.0,5.0,0.3333,38.0,20.0,9.0,0.45,6.0,0.3,6.0,0.3,0.39473684210526316,0.5263157894736842
1698,30666700106567.0,Nova Academy Early College High,Santa Ana Unified,Orange,98.0,42.0,19.0,17.0,18.0,19.0,11.0,0.2619,98.0,45.0,24.0,0.5333,8.0,0.1778,6.0,0.1333,0.42857142857142855,0.45918367346938777
1699,21654172130045.0,Nova Education Center,Novato Unified,Marin,13.0,2.0,22.08,21.2,21.42,21.36,1.1,0.55,13.0,3.0,2.0,0.6836,1.0,0.4786,1.0,0.4529,0.15384615384615385,0.23076923076923078
1700,21654172132272.0,Novato High,Novato Unified,Marin,326.0,88.0,23.0,23.0,23.0,22.0,54.0,0.6136,326.0,144.0,125.0,0.8681,74.0,0.5139,74.0,0.5139,0.26993865030674846,0.44171779141104295
1702,43694274335204.0,Oak Grove High,East Side Union High,Santa Clara,399.0,37.0,23.0,22.0,23.0,22.0,21.0,0.5676,399.0,148.0,100.0,0.6757,77.0,0.5203,66.0,0.4459,0.09273182957393483,0.37092731829573933
1703,36750440119115.0,Oak Hills High,Hesperia Unified,San Bernardino,570.0,154.0,20.0,18.0,20.0,19.0,58.0,0.3766,570.0,201.0,135.0,0.6716,91.0,0.4527,84.0,0.4179,0.27017543859649124,0.3526315789473684
1704,56738745630132.0,Oak Park High,Oak Park Unified,Ventura,377.0,152.0,29.0,29.0,27.0,27.0,143.0,0.9408,377.0,155.0,150.0,0.9677,139.0,0.8968,138.0,0.8903,0.40318302387267907,0.41114058355437666
1705,56738745630256.0,Oak Park Independent,Oak Park Unified,Ventura,41.0,5.0,22.08,21.2,21.42,21.36,2.75,0.55,41.0,11.0,8.0,0.6836,5.0,0.4786,5.0,0.4529,0.12195121951219512,0.2682926829268293
1706,9618530930081.0,Oak Ridge High,El Dorado Union High,El Dorado,592.0,201.0,26.0,26.0,27.0,26.0,181.0,0.9005,592.0,256.0,246.0,0.9609,222.0,0.8672,218.0,0.8516,0.33952702702702703,0.43243243243243246
1708,50755645030176.0,Oakdale Charter,Oakdale Joint Unified,Stanislaus,15.0,1.0,22.08,21.2,21.42,21.36,0.55,0.55,15.0,2.0,1.0,0.6836,1.0,0.4786,1.0,0.4529,0.06666666666666667,0.13333333333333333
1709,50755645035654.0,Oakdale High,Oakdale Joint Unified,Stanislaus,350.0,37.0,25.0,24.0,24.0,23.0,26.0,0.7027,350.0,90.0,70.0,0.7778,67.0,0.7444,59.0,0.6556,0.10571428571428572,0.2571428571428571
1710,1612590114868.0,Oakland Charter High,Oakland Unified,Alameda,110.0,18.0,23.0,22.0,25.0,22.0,11.0,0.6111,110.0,67.0,55.0,0.8209,42.0,0.6269,40.0,0.597,0.16363636363636364,0.6090909090909091
1711,1612590135905.0,Oakland High,Oakland Unified,Alameda,328.0,74.0,19.0,19.0,19.0,19.0,30.0,0.4054,328.0,116.0,72.0,0.6207,38.0,0.3276,35.0,0.3017,0.22560975609756098,0.35365853658536583
1713,1612590130617.0,Oakland Military Institute College Preparatory Academy,Oakland Unified,Alameda,85.0,6.0,22.08,21.2,21.42,21.36,3.3,0.55,85.0,79.0,33.0,0.4177,18.0,0.2278,16.0,0.2025,0.07058823529411765,0.9294117647058824
1714,1612593030772.0,Oakland School for the Arts,Oakland Unified,Alameda,103.0,30.0,26.0,26.0,21.0,23.0,22.0,0.7333,103.0,48.0,41.0,0.8542,30.0,0.625,29.0,0.6042,0.2912621359223301,0.46601941747572817
1715,1612590136051.0,Oakland Technical High,Oakland Unified,Alameda,492.0,131.0,26.0,25.0,25.0,24.0,96.0,0.7328,492.0,186.0,156.0,0.8387,116.0,0.6237,114.0,0.6129,0.266260162601626,0.3780487804878049
